scenario,time,unhappy_agent_fraction,changed_cell_fraction,opinion_dispersion,extreme_agent_fraction,snapshot
schelling,77,0.005555555555555556,0.0022222222222222222,,,False
schelling,78,0.002777777777777778,0.0022222222222222222,,,False
schelling,79,0.002777777777777778,0.0,,,False
schelling,80,0.002777777777777778,0.0,,,False
schelling,81,0.002777777777777778,0.0,,,False
schelling,82,0.002777777777777778,0.0,,,False
schelling,83,0.002777777777777778,0.0,,,False
schelling,84,0.002777777777777778,0.0,,,False
schelling,85,0.002777777777777778,0.0,,,False
schelling,86,0.002777777777777778,0.0,,,False
schelling,87,0.002777777777777778,0.0022222222222222222,,,False
schelling,88,0.002777777777777778,0.0,,,False
schelling,89,0.002777777777777778,0.0,,,False
schelling,90,0.002777777777777778,0.0,,,False
schelling,91,0.002777777777777778,0.0,,,False
schelling,92,0.002777777777777778,0.0,,,False
schelling,93,0.002777777777777778,0.0,,,False
schelling,94,0.002777777777777778,0.0,,,False
schelling,95,0.002777777777777778,0.0,,,False
schelling,96,0.001388888888888889,0.0022222222222222222,,,False
schelling,97,0.001388888888888889,0.0,,,False
schelling,98,0.001388888888888889,0.0,,,False
schelling,99,0.001388888888888889,0.0,,,False
schelling,100,0.001388888888888889,0.0,,,False
schelling,101,0.001388888888888889,0.0,,,False
schelling,102,0.001388888888888889,0.0,,,False
schelling,103,0.001388888888888889,0.0,,,False
schelling,104,0.001388888888888889,0.0,,,False
schelling,105,0.001388888888888889,0.0,,,False
schelling,106,0.001388888888888889,0.0022222222222222222,,,False
schelling,107,0.001388888888888889,0.0,,,False
schelling,108,0.001388888888888889,0.0,,,False
schelling,109,0.001388888888888889,0.0,,,False
schelling,110,0.001388888888888889,0.0,,,False
schelling,111,0.001388888888888889,0.0,,,False
schelling,112,0.001388888888888889,0.0,,,False
schelling,113,0.001388888888888889,0.0,,,False
schelling,114,0.001388888888888889,0.0,,,False
schelling,115,0.001388888888888889,0.0,,,False
schelling,116,0.001388888888888889,0.0,,,False
schelling,117,0.001388888888888889,0.0,,,False
schelling,118,0.001388888888888889,0.0,,,False
schelling,119,0.001388888888888889,0.0022222222222222222,,,False
schelling,120,0.001388888888888889,0.0,,,True
schelling,121,0.0,0.0022222222222222222,,,False
schelling,122,0.0,0.0,,,False
schelling,123,0.0,0.0,,,False
schelling,124,0.0,0.0,,,False
schelling,125,0.0,0.0,,,False
schelling,126,0.0,0.0,,,False
schelling,127,0.0,0.0,,,False
schelling,128,0.0,0.0,,,False
schelling,129,0.0,0.0,,,False
schelling,130,0.0,0.0,,,False
schelling,131,0.0,0.0,,,False
schelling,132,0.0,0.0,,,False
schelling,133,0.0,0.0,,,False
schelling,134,0.0,0.0,,,False
schelling,135,0.0,0.0,,,False
schelling,136,0.0,0.0,,,False
schelling,137,0.0,0.0,,,False
schelling,138,0.0,0.0,,,False
schelling,139,0.0,0.0,,,False
schelling,140,0.0,0.0,,,False
schelling,141,0.0,0.0,,,False
schelling,142,0.0,0.0,,,False
schelling,143,0.0,0.0,,,False
schelling,144,0.0,0.0,,,False
schelling,145,0.0,0.0,,,False
schelling,146,0.0,0.0,,,False
schelling,147,0.0,0.0,,,False
schelling,148,0.0,0.0,,,False
schelling,149,0.0,0.0,,,False
schelling,150,0.0,0.0,,,False
schelling,151,0.0,0.0,,,False
schelling,152,0.0,0.0,,,False
schelling,153,0.0,0.0,,,False
schelling,154,0.0,0.0,,,False
schelling,155,0.0,0.0,,,False
schelling,156,0.0,0.0,,,False
schelling,157,0.0,0.0,,,False
schelling,158,0.0,0.0,,,False
schelling,159,0.0,0.0,,,False
deffuant,0,,,0.39353466033935547,0.008333333333333333,True
deffuant,1,,,0.39584407210350037,0.0125,False
deffuant,2,,,0.3976668119430542,0.008333333333333333,False
deffuant,3,,,0.4033164978027344,0.008333333333333333,False
deffuant,4,,,0.4048997461795807,0.0125,False
deffuant,5,,,0.4080328643321991,0.0125,False
deffuant,6,,,0.41206905245780945,0.008333333333333333,False
deffuant,7,,,0.4160512685775757,0.008333333333333333,False
deffuant,8,,,0.4240269064903259,0.016666666666666666,False
deffuant,9,,,0.4291733205318451,0.020833333333333332,False
deffuant,10,,,0.43442100286483765,0.016666666666666666,False
deffuant,11,,,0.4423580765724182,0.020833333333333332,False
deffuant,12,,,0.44679495692253113,0.020833333333333332,False
deffuant,13,,,0.453163206577301,0.020833333333333332,False
deffuant,14,,,0.4618433713912964,0.020833333333333332,False
deffuant,15,,,0.4704253673553467,0.029166666666666667,False
deffuant,16,,,0.47743475437164307,0.029166666666666667,False
deffuant,17,,,0.4858228862285614,0.03333333333333333,False
deffuant,18,,,0.49339011311531067,0.05416666666666667,False
deffuant,19,,,0.5002816915512085,0.05,False
deffuant,20,,,0.5079601407051086,0.05,False
deffuant,21,,,0.5157260894775391,0.058333333333333334,False
deffuant,22,,,0.521404504776001,0.0625,False
deffuant,23,,,0.5294051170349121,0.0625,False
deffuant,24,,,0.5366892218589783,0.06666666666666667,False
deffuant,25,,,0.5453829169273376,0.07916666666666666,False
deffuant,26,,,0.5545210242271423,0.0875,False
deffuant,27,,,0.5643123984336853,0.09166666666666666,False
deffuant,28,,,0.5734015107154846,0.1,False
deffuant,29,,,0.5834873914718628,0.10833333333333334,False
deffuant,30,,,0.5919487476348877,0.12916666666666668,False
deffuant,31,,,0.6018728017807007,0.1375,False
deffuant,32,,,0.6106578707695007,0.14166666666666666,False
deffuant,33,,,0.6192917823791504,0.175,False
deffuant,34,,,0.6275206804275513,0.19166666666666668,False
deffuant,35,,,0.6351938843727112,0.20833333333333334,False
deffuant,36,,,0.6434618234634399,0.22083333333333333,False
deffuant,37,,,0.6493884325027466,0.25833333333333336,False
deffuant,38,,,0.6577208042144775,0.2708333333333333,False
deffuant,39,,,0.6652969121932983,0.31666666666666665,False
deffuant,40,,,0.6737215518951416,0.325,True
deffuant,41,,,0.6834477186203003,0.3541666666666667,False
deffuant,42,,,0.6917940974235535,0.36666666666666664,False
deffuant,43,,,0.697464108467102,0.37083333333333335,False
deffuant,44,,,0.7052631974220276,0.375,False
deffuant,45,,,0.7127776741981506,0.37916666666666665,False
deffuant,46,,,0.7195327877998352,0.3958333333333333,False
deffuant,47,,,0.7265044450759888,0.425,False
deffuant,48,,,0.734015166759491,0.42916666666666664,False
deffuant,49,,,0.7411239743232727,0.42916666666666664,False
deffuant,50,,,0.7481169104576111,0.4708333333333333,False
deffuant,51,,,0.755835235118866,0.5,False
deffuant,52,,,0.7614861726760864,0.5125,False
deffuant,53,,,0.7682379484176636,0.5333333333333333,False
deffuant,54,,,0.7749245762825012,0.5666666666666667,False
deffuant,55,,,0.7791040539741516,0.5791666666666667,False
deffuant,56,,,0.7866846323013306,0.625,False
deffuant,57,,,0.7941449284553528,0.6541666666666667,False
deffuant,58,,,0.7994542121887207,0.6625,False
deffuant,59,,,0.8055914044380188,0.7166666666666667,False
deffuant,60,,,0.8119053244590759,0.7375,False
deffuant,61,,,0.8166347146034241,0.7416666666666667,False
deffuant,62,,,0.8219801187515259,0.7583333333333333,False
deffuant,63,,,0.8273519277572632,0.7708333333333334,False
deffuant,64,,,0.8333742022514343,0.8,False
deffuant,65,,,0.8384690284729004,0.8041666666666667,False
deffuant,66,,,0.8434499502182007,0.8041666666666667,False
deffuant,67,,,0.8476235270500183,0.8208333333333333,False
deffuant,68,,,0.8522823452949524,0.8166666666666667,False
deffuant,69,,,0.8563839197158813,0.825,False
deffuant,70,,,0.8616426587104797,0.8291666666666667,False
deffuant,71,,,0.8671274185180664,0.825,False
deffuant,72,,,0.870963454246521,0.8291666666666667,False
deffuant,73,,,0.8745163679122925,0.8333333333333334,False
deffuant,74,,,0.8773374557495117,0.8291666666666667,False
deffuant,75,,,0.8815739750862122,0.8291666666666667,False
deffuant,76,,,0.886542797088623,0.8291666666666667,False
deffuant,77,,,0.8891823291778564,0.8291666666666667,False
deffuant,78,,,0.8925585150718689,0.8291666666666667,False
deffuant,79,,,0.8965955972671509,0.8291666666666667,False
deffuant,80,,,0.8990526795387268,0.8333333333333334,True
deffuant,81,,,0.9019241333007812,0.8291666666666667,False
deffuant,82,,,0.9051058888435364,0.8416666666666667,False
deffuant,83,,,0.908431351184845,0.8333333333333334,False
deffuant,84,,,0.911186695098877,0.8375,False
deffuant,85,,,0.9147483110427856,0.8416666666666667,False
deffuant,86,,,0.9175677299499512,0.8416666666666667,False
deffuant,87,,,0.9198824167251587,0.8458333333333333,False
deffuant,88,,,0.9217380285263062,0.85,False
deffuant,89,,,0.9237200021743774,0.8458333333333333,False
deffuant,90,,,0.9258154630661011,0.8541666666666666,False
deffuant,91,,,0.9275331497192383,0.8541666666666666,False
deffuant,92,,,0.9279683828353882,0.8541666666666666,False
deffuant,93,,,0.9291880130767822,0.8541666666666666,False
deffuant,94,,,0.9305088520050049,0.8541666666666666,False
deffuant,95,,,0.9324280619621277,0.8583333333333333,False
deffuant,96,,,0.9343631267547607,0.8583333333333333,False
deffuant,97,,,0.9349310994148254,0.8541666666666666,False
deffuant,98,,,0.9361189007759094,0.8541666666666666,False
deffuant,99,,,0.9371654391288757,0.8625,False
deffuant,100,,,0.9380311369895935,0.8625,False
deffuant,101,,,0.9391752481460571,0.8625,False
deffuant,102,,,0.939970076084137,0.8708333333333333,False
deffuant,103,,,0.9403848648071289,0.8666666666666667,False
deffuant,104,,,0.9410879015922546,0.8625,False
deffuant,105,,,0.9410437345504761,0.8666666666666667,False
deffuant,106,,,0.9418357610702515,0.8625,False
deffuant,107,,,0.9418346285820007,0.8708333333333333,False
deffuant,108,,,0.9423068165779114,0.8708333333333333,False
deffuant,109,,,0.9422212839126587,0.8708333333333333,False
deffuant,110,,,0.9427614808082581,0.8791666666666667,False
deffuant,111,,,0.943393886089325,0.8833333333333333,False
deffuant,112,,,0.9436787962913513,0.8791666666666667,False
deffuant,113,,,0.9443586468696594,0.8833333333333333,False
deffuant,114,,,0.9444656372070312,0.8875,False
deffuant,115,,,0.9446556568145752,0.8875,False
deffuant,116,,,0.9455723166465759,0.8916666666666667,False
deffuant,117,,,0.9458653926849365,0.8958333333333334,False
deffuant,118,,,0.9468228220939636,0.8916666666666667,False
deffuant,119,,,0.9475264549255371,0.8875,True
