evaluation_track,scenario,method,hypothesis_group_id,root_source,edge_source,edge_target,source,target,parameter,direction,manipulation_level,manipulation_success,source_significant,target_significant,propagation_order_supported,primary_class,underlying_class,intervention_scope,root_onset,source_onset,target_onset,intervention_delay,observational_lag,observational_beta,lag_difference,temporal_direction_concordant,lag_concordant,root_effect,source_effect,target_effect,not_applicable_reason
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_mean,micro_edge_rewired_count,macro_opinion_global_mean,micro_edge_rewired_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.9911411897203265,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_mean,micro_mean_interaction_distance,macro_opinion_global_mean,micro_mean_interaction_distance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,5,0.1529185269477794,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_mean,micro_opinion_p25,macro_opinion_global_mean,micro_opinion_p25,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.16950409737678956,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_mean,micro_rejected_fraction,macro_opinion_global_mean,micro_rejected_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.5006531322197326,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_mean,micro_rewiring_fraction,macro_opinion_global_mean,micro_rewiring_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.9911411897203302,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_variance,micro_accepted_count,macro_opinion_global_variance,micro_accepted_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,5.601192600208191,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_variance,micro_accepted_fraction,macro_opinion_global_variance,micro_accepted_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,5.601192600208673,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,macro_opinion_global_variance,micro_mean_interaction_distance,macro_opinion_global_variance,micro_mean_interaction_distance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.23980521416160885,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,meso_neighborhood_agent_shift_std,meso_neighborhood_abs_opinion_std,meso_neighborhood_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.8572309600512107,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,meso_neighborhood_agent_shift_variance,meso_neighborhood_abs_opinion_std,meso_neighborhood_agent_shift_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.8745801241877103,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,micro_accepted_count,meso_neighborhood_abs_opinion_std,micro_accepted_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,1.0364984170628646,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,micro_accepted_fraction,meso_neighborhood_abs_opinion_std,micro_accepted_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,1.0364984170628428,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,micro_agent_shift_std,meso_neighborhood_abs_opinion_std,micro_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.9630470181643315,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,micro_mean_abs_agent_shift,meso_neighborhood_abs_opinion_std,micro_mean_abs_agent_shift,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.8799527844795497,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,micro_mean_interaction_distance,meso_neighborhood_abs_opinion_std,micro_mean_interaction_distance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.7676599482291862,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_std,micro_rejected_fraction,meso_neighborhood_abs_opinion_std,micro_rejected_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-1.7639014267513666,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,meso_neighborhood_agent_shift_std,meso_neighborhood_abs_opinion_variance,meso_neighborhood_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.08465022681339068,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_accepted_count,meso_neighborhood_abs_opinion_variance,micro_accepted_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.5290123099505935,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_accepted_fraction,meso_neighborhood_abs_opinion_variance,micro_accepted_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.5290123099505853,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_agent_shift_std,meso_neighborhood_abs_opinion_variance,micro_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.15391946119363223,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_mean_abs_agent_shift,meso_neighborhood_abs_opinion_variance,micro_mean_abs_agent_shift,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.12948694261284155,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_median_opinion,meso_neighborhood_abs_opinion_variance,micro_median_opinion,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,-0.03431189406623252,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_rejected_fraction,meso_neighborhood_abs_opinion_variance,micro_rejected_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,1.6913903408905913,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_abs_opinion_variance,micro_sign_flip_fraction,meso_neighborhood_abs_opinion_variance,micro_sign_flip_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.40931081197681385,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_backfire_fraction,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,backfire_threshold,minus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,0,-1,-1,,1,0.049110827891579036,,True,,0.084013836920408,-0.04324003454168681,-0.04645459579341504,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_backfire_fraction,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,backfire_threshold,plus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,-1,-1,,1,0.049110827891579036,,True,,-0.48708574696528045,-0.06406406451114148,-0.08090220145152664,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_mean_abs_agent_shift,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,assimilation_strength,minus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,0,0,-1,,1,0.049110827891579036,,False,,-0.08623456846061121,-0.12738805727715807,0.05226067994354771,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_mean_abs_agent_shift,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,meso_neighborhood_agent_shift_std,macro_opinion_global_mean,assimilation_strength,plus,micro,True,True,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,0,-1,,1,0.049110827891579036,,True,,0.21271035514056394,0.2616147051366791,0.1048786282602606,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_std,meso_neighborhood_abs_opinion_std,meso_neighborhood_agent_shift_std,meso_neighborhood_abs_opinion_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,0.037772836622209746,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_std,meso_neighborhood_abs_opinion_variance,meso_neighborhood_agent_shift_std,meso_neighborhood_abs_opinion_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,0.07449025027886157,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_std,micro_backfire_fraction,meso_neighborhood_agent_shift_std,micro_backfire_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,0.3513832393473481,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_std,micro_sign_flip_fraction,meso_neighborhood_agent_shift_std,micro_sign_flip_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,1.2777000423238138,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,macro_opinion_global_mean,meso_neighborhood_agent_shift_variance,macro_opinion_global_mean,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.028639478646913054,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,macro_opinion_global_variance,meso_neighborhood_agent_shift_variance,macro_opinion_global_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.01359936015486505,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,meso_neighborhood_abs_opinion_std,meso_neighborhood_agent_shift_variance,meso_neighborhood_abs_opinion_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,-0.018683741822701667,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,meso_neighborhood_abs_opinion_variance,meso_neighborhood_agent_shift_variance,meso_neighborhood_abs_opinion_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,-0.04321506370444857,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,meso_neighborhood_interaction_distance_variance,meso_neighborhood_agent_shift_variance,meso_neighborhood_interaction_distance_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.23100283987895867,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_accepted_count,meso_neighborhood_agent_shift_variance,micro_accepted_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,0.04690152050338687,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_accepted_fraction,meso_neighborhood_agent_shift_variance,micro_accepted_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,0.04690152050338688,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_backfire_fraction,meso_neighborhood_agent_shift_variance,micro_backfire_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.16875238671763806,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_mean_abs_agent_shift,meso_neighborhood_agent_shift_variance,micro_mean_abs_agent_shift,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.07419191412715233,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_mean_abs_opinion,meso_neighborhood_agent_shift_variance,micro_mean_abs_opinion,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.016571064653180655,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_median_opinion,meso_neighborhood_agent_shift_variance,micro_median_opinion,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,5,0.01104119533685079,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_opinion_std,meso_neighborhood_agent_shift_variance,micro_opinion_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.016074621718556944,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_agent_shift_variance,micro_sign_flip_fraction,meso_neighborhood_agent_shift_variance,micro_sign_flip_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,0.2706203642581055,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_backfire_fraction,meso_neighborhood_interaction_distance_std,macro_network_assortativity,meso_neighborhood_interaction_distance_std,macro_network_assortativity,backfire_threshold,minus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,0,11,-1,,5,-0.014568480906245162,,False,,0.084013836920408,0.08026559202693713,0.012366788245251392,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_backfire_fraction,meso_neighborhood_interaction_distance_std,macro_network_assortativity,meso_neighborhood_interaction_distance_std,macro_network_assortativity,backfire_threshold,plus,micro,True,True,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,7,-1,,5,-0.014568480906245162,,False,,-0.48708574696528045,-0.26189821677645314,-0.04228636107100136,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_mean_abs_agent_shift,meso_neighborhood_interaction_distance_std,macro_network_assortativity,meso_neighborhood_interaction_distance_std,macro_network_assortativity,assimilation_strength,minus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,0,-1,-1,,5,-0.014568480906245162,,True,,-0.08623456846061121,0.11156579323883042,-0.08622915966617033,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,micro_mean_abs_agent_shift,meso_neighborhood_interaction_distance_std,macro_network_assortativity,meso_neighborhood_interaction_distance_std,macro_network_assortativity,assimilation_strength,plus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,-1,-1,,5,-0.014568480906245162,,True,,0.21271035514056394,-0.04777153228823957,0.03248738843093376,
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,macro_opinion_global_mean,meso_neighborhood_interaction_distance_std,macro_opinion_global_mean,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.010955345700611139,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,meso_neighborhood_abs_opinion_variance,meso_neighborhood_interaction_distance_std,meso_neighborhood_abs_opinion_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,0.046530476749865435,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,meso_neighborhood_agent_shift_std,meso_neighborhood_interaction_distance_std,meso_neighborhood_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.16735063304144066,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,meso_neighborhood_agent_shift_variance,meso_neighborhood_interaction_distance_std,meso_neighborhood_agent_shift_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.36074479882032895,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,meso_neighborhood_interaction_distance_variance,meso_neighborhood_interaction_distance_std,meso_neighborhood_interaction_distance_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,-0.4732435966125524,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,micro_accepted_count,meso_neighborhood_interaction_distance_std,micro_accepted_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.13230235842322877,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,micro_accepted_fraction,meso_neighborhood_interaction_distance_std,micro_accepted_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.1323023584232267,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,micro_agent_shift_std,meso_neighborhood_interaction_distance_std,micro_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.18984190627789033,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,micro_interaction_distance_std,meso_neighborhood_interaction_distance_std,micro_interaction_distance_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,-0.5500163932160617,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_std,micro_mean_abs_agent_shift,meso_neighborhood_interaction_distance_std,micro_mean_abs_agent_shift,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.12150950479753955,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,macro_network_assortativity,meso_neighborhood_interaction_distance_variance,macro_network_assortativity,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,5,0.014086025245961415,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,meso_neighborhood_abs_opinion_std,meso_neighborhood_interaction_distance_variance,meso_neighborhood_abs_opinion_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,-0.0054178831556623355,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,meso_neighborhood_abs_opinion_variance,meso_neighborhood_interaction_distance_variance,meso_neighborhood_abs_opinion_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,0.05080206627824459,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,meso_neighborhood_agent_shift_std,meso_neighborhood_interaction_distance_variance,meso_neighborhood_agent_shift_std,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.17593639223245416,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,meso_neighborhood_agent_shift_variance,meso_neighborhood_interaction_distance_variance,meso_neighborhood_agent_shift_variance,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.30205835808440235,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,micro_accepted_count,meso_neighborhood_interaction_distance_variance,micro_accepted_count,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.15699989995320077,,,,,,,no_legal_upstream_micro_manipulation_root
primary_discovery,deffuant,unrestricted_temporal_search,unrestricted,,meso_neighborhood_interaction_distance_variance,micro_accepted_fraction,meso_neighborhood_interaction_distance_variance,micro_accepted_fraction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.1569998999531997,,,,,,,no_legal_upstream_micro_manipulation_root
