scenario,operator,error_ratio,repetition,candidate_set_sha256,evaluation_track,candidate_edge_count,retained_edge_count,temporal_qualification_rate,stability,lag_support,lag_std,edge_f1,shd,lag_mae,direction_accuracy,reference_metric_reason
deffuant,delete_candidate_relation,0.2,7,78b41e2900211e97a3ee01d30b5164ceda804125ec15e98598295492d9c17348,full_discovery,22,13,0.5909090909090909,0.9410256410256411,0.758974358974359,0.598358833696664,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.2,8,be0f13b4a0221750e0e73380c1099049e06876ebfe24dbcb929ed5e3afb2959d,full_discovery,22,12,0.5454545454545454,0.9083333333333335,0.7472222222222222,0.691099659329332,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.2,9,3525110071c37743cc773b008277ee8cb704ddfe4c802e8ae20b11297fc941be,full_discovery,22,13,0.5909090909090909,0.9410256410256411,0.7128205128205127,0.7815785150274538,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.2,10,64fa8933e390eff1e4d738a7cb34f06c4da34600cedf77a288395b51381ba18e,full_discovery,22,14,0.6363636363636364,0.9761904761904763,0.8619047619047621,0.46552221814623757,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.2,11,b1f43f09316113d02ab982c076ee65ad5a804914a746bb945e9029d8c93fa897,full_discovery,22,13,0.5909090909090909,0.9666666666666667,0.758974358974359,0.7282118815367569,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,0,95c13b3f015b329b5de8d0ec6c5350be515d1dc4298bab5c6f2985060fa7fcd1,full_discovery,17,12,0.7058823529411765,0.9472222222222223,0.75,0.7465726888716118,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,1,05f82251329e25fd8938e838a9abe9cf3838c631f478609a519c94234618f838,full_discovery,17,10,0.5882352941176471,0.9633333333333333,0.72,0.6571017461781306,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,2,858cdcd55756b15873b146ceea411e37d817fc2d56ed7b853cae47e1a3c0a609,full_discovery,17,12,0.7058823529411765,0.9333333333333335,0.7416666666666667,0.5147816315742243,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,3,4dfee56537801b4068b9458964769e8cd147dbb087147e7321b2c2dfeff01002,full_discovery,17,13,0.7647058823529411,0.9743589743589743,0.782051282051282,0.48644691157952136,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,4,6f49752281ee6b189d2c1a41d791561171fc19da5f66f876bd4f5e5e54651f78,full_discovery,17,13,0.7647058823529411,0.9666666666666668,0.7333333333333335,0.6969726861470467,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,5,0ca5398819505edcdcaed9009139133fbbf72cb81d528da21855ace843b01797,full_discovery,17,10,0.5882352941176471,0.9466666666666667,0.8666666666666666,0.4045262644602993,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,6,ca516680f7bc1acccf0ba1bdb199deabbfe499adf80f85d0fceb69cc5e74078e,full_discovery,17,9,0.5294117647058824,0.9777777777777779,0.8407407407407407,0.3802972299013554,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,7,255b144e0898178885dfa418d6558cf8b88cbeda060881248d6cad6c8c7a1f66,full_discovery,17,11,0.6470588235294118,0.9818181818181819,0.9121212121212121,0.29597861607502585,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,8,9192be6af2410602bb0550dd8032c9122a6b334d63f2ab11040b78e0b2e9b924,full_discovery,17,12,0.7058823529411765,0.9611111111111111,0.8083333333333332,0.5494689441076502,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,9,4eab5a09d47f11eb225fda06f0fd2bf04d05251738f162198b0a985c0b1ef528,full_discovery,17,13,0.7647058823529411,0.9128205128205129,0.7307692307692307,0.6909080353833577,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,10,4611879fb5eb90fc1ea51f5a38b9d5fe39fe50d4e0a106675987328e825c2217,full_discovery,17,10,0.5882352941176471,0.9666666666666666,0.77,0.7777389543054604,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,delete_candidate_relation,0.4,11,f9a00fd5f42179714f67de965322f6a3938bee09f08f94a2226f5d4fb7c82e64,full_discovery,17,12,0.7058823529411765,0.9777777777777779,0.8777777777777778,0.3381205880073422,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,irrelevant_indicator,0.0,0,e2a3872dc5639db1dd15decef31a67a3b8f5fe0b251b3d038962e5ca24eca24a,full_discovery,28,16,0.5714285714285714,0.9500000000000001,0.75,0.685627115489341,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,irrelevant_indicator,0.0,1,e2a3872dc5639db1dd15decef31a67a3b8f5fe0b251b3d038962e5ca24eca24a,full_discovery,28,16,0.5714285714285714,0.9479166666666667,0.7291666666666666,0.8487303741976908,,,,,not_applicable_without_generated_to_hidden_alignment
deffuant,irrelevant_indicator,0.0,2,e2a3872dc5639db1dd15decef31a67a3b8f5fe0b251b3d038962e5ca24eca24a,full_discovery,28,16,0.5714285714285714,0.9333333333333333,0.7520833333333333,0.7538437283369267,,,,,not_applicable_without_generated_to_hidden_alignment
