parameter	direction	node_id	evaluation_track	scenario	scale	baseline_sd	cumulative_effect_raw	cumulative_effect_standardised	cumulative_effect	cumulative_ci_low_raw	cumulative_ci_high_raw	cumulative_ci_low_standardised	cumulative_ci_high_standardised	ci_width	peak_time	onset_time	onset_ci_low	onset_ci_high	terminal_effect_standardised	significant	effect_sign	paired_seed_sign_consistency	paired	saved_significant	ci_excludes_zero	row	column	code	display_na	display_significance_dot
confidence_bound	minus	micro_mean_abs_opinion	primary_discovery	deffuant	micro	0.061372898367936	0.014157013604328991	0.23067207156253935	0.23067207156253935	0.007082531136648841	0.021834614684283177	0.11540160763124524	0.3557696518320304	0.24036804420078517	119	76	5.0	50.499999999999545	0.3285024452567777	True	1	0.75	True	True	True	4	8	Mi09	False	True
confidence_bound	minus	micro_mean_interaction_distance	primary_discovery	deffuant	micro	0.09393658525069876	0.04309098312339288	0.4587241808757609	0.4587241808757609	0.04050962696564735	0.04579498501731515	0.43124440661255586	0.48750957781887755	0.056265171206321685	39	3	2.0	3.0	0.3134138051755007	True	1	1.0	True	True	True	4	9	Mi10	False	True
confidence_bound	minus	micro_median_opinion	primary_discovery	deffuant	micro	0.43596448285522904	-0.01648625369977838	-0.037815588994328665	-0.037815588994328665	-0.14683801436576308	0.11687031984116084	-0.3368118737656977	0.2680730298847992	0.6048849036504969	35	-1	12.0	97.77499999999998	0.005683193552089496	False	-1	0.4583333333333333	True	False	False	4	10	Mi11	False	False
confidence_bound	minus	micro_opinion_p25	primary_discovery	deffuant	micro	0.07051284178506201	-0.03223680478653737	-0.4571763663249022	-0.4571763663249022	-0.05295441414710016	-0.0151520120879517	-0.7509896468010233	-0.21488301569433585	0.5361066311066874	119	41	7.0	39.52499999999998	-0.7022575083327268	True	-1	0.7083333333333334	True	True	True	4	11	Mi12	False	True
confidence_bound	minus	micro_opinion_std	primary_discovery	deffuant	micro	0.054090584741157334	0.03107522041315124	0.5745033181256444	0.5745033181256444	0.023782619922643616	0.038987326959946327	0.43968132414267486	0.7207784339273561	0.2810971097846812	119	3	2.0	3.0	0.6476065143099573	True	1	0.875	True	True	True	4	12	Mi13	False	True
confidence_bound	minus	micro_rejected_fraction	primary_discovery	deffuant	micro	0.01951843275680681	0.06287202380952382	3.2211614832444972	3.2211614832444972	0.05841389715608466	0.0675530753968254	2.992755508800446	3.4609887094171077	0.4682332006166616	17	0	0.0	0.0	1.3356913527168341	True	1	1.0	True	True	True	4	13	Mi14	False	True
confidence_bound	minus	micro_rewiring_fraction	primary_discovery	deffuant	micro	0.015323147913606642	0.011048280423280423	0.7210189763599276	0.7210189763599276	0.010342179232804232	0.011815558862433862	0.6749382888629947	0.7710921364886055	0.09615384762561086	23	0	0.0	0.0	0.35689468187824924	True	1	1.0	True	True	True	4	14	Mi15	False	True
confidence_bound	minus	micro_sign_flip_fraction	primary_discovery	deffuant	micro	0.0016862515785484402	0.00018683862433862427	0.110801156076283	0.110801156076283	-9.858630952380942e-05	0.0005236028439153436	-0.058464769301313	0.31051288584475134	0.36897765514606434	16	0	0.0	0.0	0.08579735536880322	False	1	0.625	True	False	False	4	15	Mi16	False	False
confidence_bound	minus	meso_neighborhood_abs_opinion_std	primary_discovery	deffuant	meso	0.033676928800425436	0.042903767702693156	1.2739810080945135	1.2739810080945135	0.03904006498990371	0.046787481001685775	1.1592525322383471	1.389303676678935	0.23005114444058794	47	1	1.0	1.0	0.8698696877504277	True	1	1.0	True	True	True	4	16	Me01	False	True
confidence_bound	minus	meso_neighborhood_abs_opinion_variance	primary_discovery	deffuant	meso	0.0049005732730677655	0.008717550103265546	1.7788837381893383	1.7788837381893383	0.007761693802758657	0.009832379690802777	1.5838338435657806	2.0063733655078466	0.422539521942066	34	1	1.0	1.0	0.9373650242339187	True	1	1.0	True	True	True	4	17	Me02	False	True
