scenario	operator	error_ratio	repetition	evaluation_track	candidate_edge_count	retained_edge_count	temporal_qualification_rate	stability
schelling	delete_candidate_relation	0.1	10	full_discovery	26	24	0.9230769230769232	0.977777777777778
schelling	delete_candidate_relation	0.1	11	full_discovery	26	24	0.9230769230769232	0.975
schelling	delete_candidate_relation	0.2	0	full_discovery	23	22	0.9565217391304348	0.9772727272727272
schelling	delete_candidate_relation	0.2	1	full_discovery	23	21	0.9130434782608696	0.9777777777777776
schelling	delete_candidate_relation	0.2	2	full_discovery	23	23	1.0	0.9666666666666666
schelling	delete_candidate_relation	0.2	3	full_discovery	23	22	0.9565217391304348	0.9681818181818184
schelling	delete_candidate_relation	0.2	4	full_discovery	23	21	0.9130434782608696	0.992063492063492
schelling	delete_candidate_relation	0.2	5	full_discovery	23	22	0.9565217391304348	0.9712121212121212
schelling	delete_candidate_relation	0.2	6	full_discovery	23	20	0.8695652173913043	0.99
schelling	delete_candidate_relation	0.2	7	full_discovery	23	22	0.9565217391304348	0.9712121212121212
schelling	delete_candidate_relation	0.2	8	full_discovery	23	22	0.9565217391304348	0.9848484848484848
schelling	delete_candidate_relation	0.2	9	full_discovery	23	21	0.9130434782608696	0.984126984126984
schelling	delete_candidate_relation	0.2	10	full_discovery	23	22	0.9565217391304348	0.9666666666666668
schelling	delete_candidate_relation	0.2	11	full_discovery	23	21	0.9130434782608696	0.9682539682539684
schelling	delete_candidate_relation	0.4	0	full_discovery	17	16	0.9411764705882352	0.9895833333333334
schelling	delete_candidate_relation	0.4	1	full_discovery	17	16	0.9411764705882352	0.96875
schelling	delete_candidate_relation	0.4	2	full_discovery	17	17	1.0	0.972549019607843
schelling	delete_candidate_relation	0.4	3	full_discovery	17	16	0.9411764705882352	0.9625
schelling	delete_candidate_relation	0.4	4	full_discovery	17	16	0.9411764705882352	0.9645833333333332
schelling	delete_candidate_relation	0.4	5	full_discovery	17	14	0.8235294117647058	0.9714285714285716
schelling	delete_candidate_relation	0.4	6	full_discovery	17	17	1.0	0.9725490196078432
schelling	delete_candidate_relation	0.4	7	full_discovery	17	17	1.0	0.9764705882352942
schelling	delete_candidate_relation	0.4	8	full_discovery	17	16	0.9411764705882352	0.98125
schelling	delete_candidate_relation	0.4	9	full_discovery	17	16	0.9411764705882352	0.9729166666666668
schelling	delete_candidate_relation	0.4	10	full_discovery	17	16	0.9411764705882352	0.9833333333333334
schelling	delete_candidate_relation	0.4	11	full_discovery	17	15	0.8823529411764706	0.9844444444444445
schelling	irrelevant_indicator	0.0	0	full_discovery	29	28	0.9655172413793104	0.9797619047619046
schelling	irrelevant_indicator	0.0	1	full_discovery	29	28	0.9655172413793104	0.9726190476190476
schelling	irrelevant_indicator	0.0	2	full_discovery	29	28	0.9655172413793104	0.9642857142857142
schelling	irrelevant_indicator	0.0	3	full_discovery	29	28	0.9655172413793104	0.9702380952380952
schelling	irrelevant_indicator	0.0	4	full_discovery	29	28	0.9655172413793104	0.9547619047619048
schelling	irrelevant_indicator	0.0	5	full_discovery	29	28	0.9655172413793104	0.9738095238095238
schelling	irrelevant_indicator	0.0	6	full_discovery	29	28	0.9655172413793104	0.9714285714285712
schelling	irrelevant_indicator	0.0	7	full_discovery	29	28	0.9655172413793104	0.9738095238095238
schelling	irrelevant_indicator	0.0	8	full_discovery	29	28	0.9655172413793104	0.9595238095238096
schelling	irrelevant_indicator	0.0	9	full_discovery	29	28	0.9655172413793104	0.9702380952380952
schelling	irrelevant_indicator	0.0	10	full_discovery	29	28	0.9655172413793104	0.9773809523809524
schelling	irrelevant_indicator	0.0	11	full_discovery	29	28	0.9655172413793104	0.9785714285714286
schelling	irrelevant_indicator	0.1	0	full_discovery	32	28	0.875	0.9642857142857144
schelling	irrelevant_indicator	0.1	1	full_discovery	32	28	0.875	0.9702380952380952
schelling	irrelevant_indicator	0.1	2	full_discovery	32	29	0.90625	0.949425287356322
schelling	irrelevant_indicator	0.1	3	full_discovery	32	28	0.875	0.9666666666666668
schelling	irrelevant_indicator	0.1	4	full_discovery	32	29	0.90625	0.9620689655172412
schelling	irrelevant_indicator	0.1	5	full_discovery	32	28	0.875	0.9571428571428572
schelling	irrelevant_indicator	0.1	6	full_discovery	32	28	0.875	0.9654761904761904
schelling	irrelevant_indicator	0.1	7	full_discovery	32	29	0.90625	0.9609195402298852
schelling	irrelevant_indicator	0.1	8	full_discovery	32	29	0.90625	0.9701149425287356
schelling	irrelevant_indicator	0.1	9	full_discovery	32	28	0.875	0.9654761904761904
schelling	irrelevant_indicator	0.1	10	full_discovery	32	28	0.875	0.9785714285714286
schelling	irrelevant_indicator	0.1	11	full_discovery	32	28	0.875	0.9714285714285714
schelling	irrelevant_indicator	0.2	0	full_discovery	35	28	0.8	0.9619047619047618
schelling	irrelevant_indicator	0.2	1	full_discovery	35	29	0.8285714285714286	0.9689655172413794
schelling	irrelevant_indicator	0.2	2	full_discovery	35	30	0.8571428571428571	0.951111111111111
schelling	irrelevant_indicator	0.2	3	full_discovery	35	29	0.8285714285714286	0.9689655172413794
schelling	irrelevant_indicator	0.2	4	full_discovery	35	30	0.8571428571428571	0.962222222222222
schelling	irrelevant_indicator	0.2	5	full_discovery	35	28	0.8	0.9654761904761904
schelling	irrelevant_indicator	0.2	6	full_discovery	35	28	0.8	0.975
schelling	irrelevant_indicator	0.2	7	full_discovery	35	29	0.8285714285714286	0.9620689655172412
schelling	irrelevant_indicator	0.2	8	full_discovery	35	29	0.8285714285714286	0.9666666666666668
schelling	irrelevant_indicator	0.2	9	full_discovery	35	28	0.8	0.9726190476190476
schelling	irrelevant_indicator	0.2	10	full_discovery	35	29	0.8285714285714286	0.9620689655172414
schelling	irrelevant_indicator	0.2	11	full_discovery	35	30	0.8571428571428571	0.9711111111111108
schelling	irrelevant_indicator	0.4	0	full_discovery	41	30	0.7317073170731707	0.9388888888888888
schelling	irrelevant_indicator	0.4	1	full_discovery	41	28	0.6829268292682927	0.969047619047619
schelling	irrelevant_indicator	0.4	2	full_discovery	41	29	0.7073170731707317	0.9758620689655172
schelling	irrelevant_indicator	0.4	3	full_discovery	41	30	0.7317073170731707	0.9466666666666664
schelling	irrelevant_indicator	0.4	4	full_discovery	41	29	0.7073170731707317	0.964367816091954
schelling	irrelevant_indicator	0.4	5	full_discovery	41	29	0.7073170731707317	0.9609195402298848
schelling	irrelevant_indicator	0.4	6	full_discovery	41	32	0.7804878048780488	0.953125
schelling	irrelevant_indicator	0.4	7	full_discovery	41	29	0.7073170731707317	0.964367816091954
schelling	irrelevant_indicator	0.4	8	full_discovery	41	29	0.7073170731707317	0.964367816091954
schelling	irrelevant_indicator	0.4	9	full_discovery	41	33	0.8048780487804879	0.9323232323232324
schelling	irrelevant_indicator	0.4	10	full_discovery	41	30	0.7317073170731707	0.9522222222222222
schelling	irrelevant_indicator	0.4	11	full_discovery	41	30	0.7317073170731707	0.9633333333333332
schelling	redundant_semantic_indicator	0.0	0	full_discovery	29	28	0.9655172413793104	0.973809523809524
schelling	redundant_semantic_indicator	0.0	1	full_discovery	29	28	0.9655172413793104	0.9726190476190476
schelling	redundant_semantic_indicator	0.0	2	full_discovery	29	28	0.9655172413793104	0.9797619047619046
schelling	redundant_semantic_indicator	0.0	3	full_discovery	29	28	0.9655172413793104	0.9642857142857144
schelling	redundant_semantic_indicator	0.0	4	full_discovery	29	28	0.9655172413793104	0.9642857142857144
schelling	redundant_semantic_indicator	0.0	5	full_discovery	29	28	0.9655172413793104	0.975
schelling	redundant_semantic_indicator	0.0	6	full_discovery	29	28	0.9655172413793104	0.9714285714285712
schelling	redundant_semantic_indicator	0.0	7	full_discovery	29	28	0.9655172413793104	0.9666666666666666
schelling	redundant_semantic_indicator	0.0	8	full_discovery	29	28	0.9655172413793104	0.9714285714285712
schelling	redundant_semantic_indicator	0.0	9	full_discovery	29	28	0.9655172413793104	0.9773809523809522
schelling	redundant_semantic_indicator	0.0	10	full_discovery	29	28	0.9655172413793104	0.963095238095238
schelling	redundant_semantic_indicator	0.0	11	full_discovery	29	28	0.9655172413793104	0.9678571428571427
schelling	redundant_semantic_indicator	0.1	0	full_discovery	32	31	0.96875	0.9698924731182794
schelling	redundant_semantic_indicator	0.1	1	full_discovery	32	31	0.96875	0.953763440860215
schelling	redundant_semantic_indicator	0.1	2	full_discovery	32	31	0.96875	0.964516129032258
schelling	redundant_semantic_indicator	0.1	3	full_discovery	32	31	0.96875	0.9623655913978494
schelling	redundant_semantic_indicator	0.1	4	full_discovery	32	31	0.96875	0.9741935483870968
schelling	redundant_semantic_indicator	0.1	5	full_discovery	32	31	0.96875	0.9591397849462366
schelling	redundant_semantic_indicator	0.1	6	full_discovery	32	31	0.96875	0.958064516129032
schelling	redundant_semantic_indicator	0.1	7	full_discovery	32	31	0.96875	0.970967741935484
schelling	redundant_semantic_indicator	0.1	8	full_discovery	32	31	0.96875	0.9634408602150536
schelling	redundant_semantic_indicator	0.1	9	full_discovery	32	31	0.96875	0.9655913978494622
schelling	redundant_semantic_indicator	0.1	10	full_discovery	32	30	0.9375	0.9644444444444444
schelling	redundant_semantic_indicator	0.1	11	full_discovery	32	31	0.96875	0.9655913978494622
schelling	redundant_semantic_indicator	0.2	0	full_discovery	35	34	0.9714285714285714	0.9676470588235296
schelling	redundant_semantic_indicator	0.2	1	full_discovery	35	34	0.9714285714285714	0.973529411764706
schelling	redundant_semantic_indicator	0.2	2	full_discovery	35	34	0.9714285714285714	0.9705882352941176
schelling	redundant_semantic_indicator	0.2	3	full_discovery	35	34	0.9714285714285714	0.9598039215686276
schelling	redundant_semantic_indicator	0.2	4	full_discovery	35	34	0.9714285714285714	0.9725490196078432
schelling	redundant_semantic_indicator	0.2	5	full_discovery	35	34	0.9714285714285714	0.9519607843137255
schelling	redundant_semantic_indicator	0.2	6	full_discovery	35	34	0.9714285714285714	0.9705882352941176
schelling	redundant_semantic_indicator	0.2	7	full_discovery	35	33	0.9428571428571428	0.9767676767676768
schelling	redundant_semantic_indicator	0.2	8	full_discovery	35	34	0.9714285714285714	0.957843137254902
schelling	redundant_semantic_indicator	0.2	9	full_discovery	35	34	0.9714285714285714	0.9558823529411764
schelling	redundant_semantic_indicator	0.2	10	full_discovery	35	33	0.9428571428571428	0.9545454545454546
schelling	redundant_semantic_indicator	0.2	11	full_discovery	35	34	0.9714285714285714	0.9764705882352942
schelling	redundant_semantic_indicator	0.4	0	full_discovery	41	39	0.951219512195122	0.9743589743589746
schelling	redundant_semantic_indicator	0.4	1	full_discovery	41	39	0.951219512195122	0.9487179487179488
schelling	redundant_semantic_indicator	0.4	2	full_discovery	41	40	0.975609756097561	0.9583333333333334
schelling	redundant_semantic_indicator	0.4	3	full_discovery	41	39	0.951219512195122	0.9692307692307692
schelling	redundant_semantic_indicator	0.4	4	full_discovery	41	39	0.951219512195122	0.9623931623931624
schelling	redundant_semantic_indicator	0.4	5	full_discovery	41	40	0.975609756097561	0.9758333333333332
schelling	redundant_semantic_indicator	0.4	6	full_discovery	41	40	0.975609756097561	0.97
schelling	redundant_semantic_indicator	0.4	7	full_discovery	41	39	0.951219512195122	0.965811965811966
schelling	redundant_semantic_indicator	0.4	8	full_discovery	41	37	0.902439024390244	0.97027027027027
schelling	redundant_semantic_indicator	0.4	9	full_discovery	41	40	0.975609756097561	0.9675
schelling	redundant_semantic_indicator	0.4	10	full_discovery	41	40	0.975609756097561	0.9716666666666668
schelling	redundant_semantic_indicator	0.4	11	full_discovery	41	40	0.975609756097561	0.9666666666666668
schelling	wrong_hypothesis_group_assignment	0.0	0	full_discovery	29	28	0.9655172413793104	0.963095238095238
schelling	wrong_hypothesis_group_assignment	0.0	1	full_discovery	29	28	0.9655172413793104	0.9726190476190476
schelling	wrong_hypothesis_group_assignment	0.0	2	full_discovery	29	28	0.9655172413793104	0.9642857142857144
schelling	wrong_hypothesis_group_assignment	0.0	3	full_discovery	29	28	0.9655172413793104	0.969047619047619
schelling	wrong_hypothesis_group_assignment	0.0	4	full_discovery	29	28	0.9655172413793104	0.9571428571428572
schelling	wrong_hypothesis_group_assignment	0.0	5	full_discovery	29	28	0.9655172413793104	0.9654761904761904
schelling	wrong_hypothesis_group_assignment	0.0	6	full_discovery	29	28	0.9655172413793104	0.9654761904761904
schelling	wrong_hypothesis_group_assignment	0.0	7	full_discovery	29	28	0.9655172413793104	0.9761904761904762
schelling	wrong_hypothesis_group_assignment	0.0	8	full_discovery	29	28	0.9655172413793104	0.9595238095238096
schelling	wrong_hypothesis_group_assignment	0.0	9	full_discovery	29	28	0.9655172413793104	0.9738095238095238
schelling	wrong_hypothesis_group_assignment	0.0	10	full_discovery	29	28	0.9655172413793104	0.9690476190476188
schelling	wrong_hypothesis_group_assignment	0.0	11	full_discovery	29	28	0.9655172413793104	0.9607142857142856
schelling	wrong_hypothesis_group_assignment	0.1	0	full_discovery	29	27	0.9310344827586208	0.974074074074074
schelling	wrong_hypothesis_group_assignment	0.1	1	full_discovery	29	28	0.9655172413793104	0.973809523809524
schelling	wrong_hypothesis_group_assignment	0.1	2	full_discovery	29	27	0.9310344827586208	0.980246913580247
schelling	wrong_hypothesis_group_assignment	0.1	3	full_discovery	29	28	0.9655172413793104	0.9738095238095238
schelling	wrong_hypothesis_group_assignment	0.1	4	full_discovery	29	27	0.9310344827586208	0.9777777777777776
schelling	wrong_hypothesis_group_assignment	0.1	5	full_discovery	29	28	0.9655172413793104	0.9678571428571427
schelling	wrong_hypothesis_group_assignment	0.1	6	full_discovery	29	28	0.9655172413793104	0.969047619047619
schelling	wrong_hypothesis_group_assignment	0.1	7	full_discovery	29	28	0.9655172413793104	0.9845238095238096
schelling	wrong_hypothesis_group_assignment	0.1	8	full_discovery	29	27	0.9310344827586208	0.971604938271605
schelling	wrong_hypothesis_group_assignment	0.1	9	full_discovery	29	28	0.9655172413793104	0.9666666666666668
schelling	wrong_hypothesis_group_assignment	0.1	10	full_discovery	29	28	0.9655172413793104	0.9821428571428572
schelling	wrong_hypothesis_group_assignment	0.1	11	full_discovery	29	28	0.9655172413793104	0.975
schelling	wrong_hypothesis_group_assignment	0.2	0	full_discovery	29	28	0.9655172413793104	0.9797619047619048
schelling	wrong_hypothesis_group_assignment	0.2	1	full_discovery	29	28	0.9655172413793104	0.9666666666666668
schelling	wrong_hypothesis_group_assignment	0.2	2	full_discovery	29	28	0.9655172413793104	0.9773809523809522
schelling	wrong_hypothesis_group_assignment	0.2	3	full_discovery	29	27	0.9310344827586208	0.9679012345679012
schelling	wrong_hypothesis_group_assignment	0.2	4	full_discovery	29	28	0.9655172413793104	0.9821428571428572
schelling	wrong_hypothesis_group_assignment	0.2	5	full_discovery	29	28	0.9655172413793104	0.969047619047619
schelling	wrong_hypothesis_group_assignment	0.2	6	full_discovery	29	27	0.9310344827586208	0.971604938271605
schelling	wrong_hypothesis_group_assignment	0.2	7	full_discovery	29	28	0.9655172413793104	0.9761904761904762
schelling	wrong_hypothesis_group_assignment	0.2	8	full_discovery	29	28	0.9655172413793104	0.9666666666666668
schelling	wrong_hypothesis_group_assignment	0.2	9	full_discovery	29	28	0.9655172413793104	0.9738095238095236
schelling	wrong_hypothesis_group_assignment	0.2	10	full_discovery	29	28	0.9655172413793104	0.9666666666666668
schelling	wrong_hypothesis_group_assignment	0.2	11	full_discovery	29	28	0.9655172413793104	0.9702380952380952
schelling	wrong_hypothesis_group_assignment	0.4	0	full_discovery	28	27	0.9642857142857144	0.9444444444444444
schelling	wrong_hypothesis_group_assignment	0.4	1	full_discovery	29	28	0.9655172413793104	0.9773809523809524
schelling	wrong_hypothesis_group_assignment	0.4	2	full_discovery	29	28	0.9655172413793104	0.975
schelling	wrong_hypothesis_group_assignment	0.4	3	full_discovery	29	28	0.9655172413793104	0.9595238095238096
schelling	wrong_hypothesis_group_assignment	0.4	4	full_discovery	29	27	0.9310344827586208	0.9753086419753088
schelling	wrong_hypothesis_group_assignment	0.4	5	full_discovery	29	28	0.9655172413793104	0.9738095238095238
schelling	wrong_hypothesis_group_assignment	0.4	6	full_discovery	29	28	0.9655172413793104	0.973809523809524
schelling	wrong_hypothesis_group_assignment	0.4	7	full_discovery	29	28	0.9655172413793104	0.9702380952380956
schelling	wrong_hypothesis_group_assignment	0.4	8	full_discovery	28	27	0.9642857142857144	0.9629629629629628
schelling	wrong_hypothesis_group_assignment	0.4	9	full_discovery	29	28	0.9655172413793104	0.9726190476190476
schelling	wrong_hypothesis_group_assignment	0.4	10	full_discovery	29	28	0.9655172413793104	0.969047619047619
schelling	wrong_hypothesis_group_assignment	0.4	11	full_discovery	28	27	0.9642857142857144	0.971604938271605
