scenario,time,unhappy_agent_fraction,changed_cell_fraction,opinion_dispersion,extreme_agent_fraction,snapshot
schelling,128,0.0,0.0,,,False
schelling,129,0.0,0.0,,,False
schelling,130,0.0,0.0,,,False
schelling,131,0.0,0.0,,,False
schelling,132,0.0,0.0,,,False
schelling,133,0.0,0.0,,,False
schelling,134,0.0,0.0,,,False
schelling,135,0.0,0.0,,,False
schelling,136,0.0,0.0,,,False
schelling,137,0.0,0.0,,,False
schelling,138,0.0,0.0,,,False
schelling,139,0.0,0.0,,,False
schelling,140,0.0,0.0,,,False
schelling,141,0.0,0.0,,,False
schelling,142,0.0,0.0,,,False
schelling,143,0.0,0.0,,,False
schelling,144,0.0,0.0,,,False
schelling,145,0.0,0.0,,,False
schelling,146,0.0,0.0,,,False
schelling,147,0.0,0.0,,,False
schelling,148,0.0,0.0,,,False
schelling,149,0.0,0.0,,,False
schelling,150,0.0,0.0,,,False
schelling,151,0.0,0.0,,,False
schelling,152,0.0,0.0,,,False
schelling,153,0.0,0.0,,,False
schelling,154,0.0,0.0,,,False
schelling,155,0.0,0.0,,,False
schelling,156,0.0,0.0,,,False
schelling,157,0.0,0.0,,,False
schelling,158,0.0,0.0,,,False
schelling,159,0.0,0.0,,,False
deffuant,0,,,0.3710809051990509,0.008333333333333333,True
deffuant,1,,,0.3700981140136719,0.0125,False
deffuant,2,,,0.3734758496284485,0.0125,False
deffuant,3,,,0.374657541513443,0.008333333333333333,False
deffuant,4,,,0.3744189739227295,0.0125,False
deffuant,5,,,0.3753766119480133,0.0125,False
deffuant,6,,,0.37946388125419617,0.0125,False
deffuant,7,,,0.3815726935863495,0.0125,False
deffuant,8,,,0.3840973675251007,0.0125,False
deffuant,9,,,0.3852970600128174,0.0125,False
deffuant,10,,,0.3888845443725586,0.0125,False
deffuant,11,,,0.390770822763443,0.016666666666666666,False
deffuant,12,,,0.39480188488960266,0.016666666666666666,False
deffuant,13,,,0.39698177576065063,0.016666666666666666,False
deffuant,14,,,0.4007171094417572,0.016666666666666666,False
deffuant,15,,,0.40222981572151184,0.020833333333333332,False
deffuant,16,,,0.4055296778678894,0.029166666666666667,False
deffuant,17,,,0.4072892367839813,0.020833333333333332,False
deffuant,18,,,0.409942090511322,0.029166666666666667,False
deffuant,19,,,0.41287729144096375,0.029166666666666667,False
deffuant,20,,,0.41409584879875183,0.020833333333333332,False
deffuant,21,,,0.41756606101989746,0.020833333333333332,False
deffuant,22,,,0.419615238904953,0.025,False
deffuant,23,,,0.4225127100944519,0.025,False
deffuant,24,,,0.4248911440372467,0.029166666666666667,False
deffuant,25,,,0.42843353748321533,0.029166666666666667,False
deffuant,26,,,0.43131324648857117,0.029166666666666667,False
deffuant,27,,,0.4337695837020874,0.029166666666666667,False
deffuant,28,,,0.4346715807914734,0.029166666666666667,False
deffuant,29,,,0.43752771615982056,0.029166666666666667,False
deffuant,30,,,0.44005754590034485,0.029166666666666667,False
deffuant,31,,,0.440192848443985,0.020833333333333332,False
deffuant,32,,,0.44255372881889343,0.020833333333333332,False
deffuant,33,,,0.4405202865600586,0.020833333333333332,False
deffuant,34,,,0.44099879264831543,0.020833333333333332,False
deffuant,35,,,0.4422071576118469,0.020833333333333332,False
deffuant,36,,,0.4421391487121582,0.016666666666666666,False
deffuant,37,,,0.44369855523109436,0.0125,False
deffuant,38,,,0.445997416973114,0.0125,False
deffuant,39,,,0.44931042194366455,0.0125,False
deffuant,40,,,0.45169922709465027,0.0125,True
deffuant,41,,,0.4544152617454529,0.0125,False
deffuant,42,,,0.45586729049682617,0.0125,False
deffuant,43,,,0.4568544626235962,0.0125,False
deffuant,44,,,0.45854321122169495,0.0125,False
deffuant,45,,,0.4606359004974365,0.0125,False
deffuant,46,,,0.46126967668533325,0.0125,False
deffuant,47,,,0.4613420069217682,0.0125,False
deffuant,48,,,0.46342727541923523,0.0125,False
deffuant,49,,,0.4641103446483612,0.0125,False
deffuant,50,,,0.46544575691223145,0.0125,False
deffuant,51,,,0.4658221900463104,0.0125,False
deffuant,52,,,0.4674376845359802,0.0125,False
deffuant,53,,,0.4682143032550812,0.016666666666666666,False
deffuant,54,,,0.46984589099884033,0.016666666666666666,False
deffuant,55,,,0.4706582725048065,0.016666666666666666,False
deffuant,56,,,0.4705159068107605,0.016666666666666666,False
deffuant,57,,,0.470736026763916,0.008333333333333333,False
deffuant,58,,,0.47259125113487244,0.0125,False
deffuant,59,,,0.4733227491378784,0.008333333333333333,False
deffuant,60,,,0.4736998379230499,0.008333333333333333,False
deffuant,61,,,0.4742228388786316,0.008333333333333333,False
deffuant,62,,,0.4756086468696594,0.008333333333333333,False
deffuant,63,,,0.47680073976516724,0.008333333333333333,False
deffuant,64,,,0.4777509868144989,0.008333333333333333,False
deffuant,65,,,0.4785333573818207,0.008333333333333333,False
deffuant,66,,,0.4795624315738678,0.008333333333333333,False
deffuant,67,,,0.4808540940284729,0.008333333333333333,False
deffuant,68,,,0.48116251826286316,0.008333333333333333,False
deffuant,69,,,0.4819197952747345,0.008333333333333333,False
deffuant,70,,,0.4820851981639862,0.008333333333333333,False
deffuant,71,,,0.48317867517471313,0.008333333333333333,False
deffuant,72,,,0.48448777198791504,0.008333333333333333,False
deffuant,73,,,0.48518237471580505,0.008333333333333333,False
deffuant,74,,,0.48575374484062195,0.008333333333333333,False
deffuant,75,,,0.48596495389938354,0.008333333333333333,False
deffuant,76,,,0.48654648661613464,0.008333333333333333,False
deffuant,77,,,0.4874958097934723,0.008333333333333333,False
deffuant,78,,,0.48809176683425903,0.008333333333333333,False
deffuant,79,,,0.48941460251808167,0.008333333333333333,False
deffuant,80,,,0.4902321994304657,0.008333333333333333,True
deffuant,81,,,0.4909127652645111,0.008333333333333333,False
deffuant,82,,,0.4917047917842865,0.008333333333333333,False
deffuant,83,,,0.49253416061401367,0.008333333333333333,False
deffuant,84,,,0.49337929487228394,0.008333333333333333,False
deffuant,85,,,0.49461039900779724,0.008333333333333333,False
deffuant,86,,,0.49551814794540405,0.008333333333333333,False
deffuant,87,,,0.49652791023254395,0.008333333333333333,False
deffuant,88,,,0.4968808889389038,0.008333333333333333,False
deffuant,89,,,0.4987261891365051,0.008333333333333333,False
deffuant,90,,,0.49939846992492676,0.008333333333333333,False
deffuant,91,,,0.4991661012172699,0.008333333333333333,False
deffuant,92,,,0.4991482198238373,0.008333333333333333,False
deffuant,93,,,0.4992453157901764,0.008333333333333333,False
deffuant,94,,,0.4993746280670166,0.008333333333333333,False
deffuant,95,,,0.4996279776096344,0.008333333333333333,False
deffuant,96,,,0.4998018145561218,0.008333333333333333,False
deffuant,97,,,0.5004414319992065,0.008333333333333333,False
deffuant,98,,,0.5006489157676697,0.008333333333333333,False
deffuant,99,,,0.5012030601501465,0.008333333333333333,False
deffuant,100,,,0.501885175704956,0.008333333333333333,False
