scenario,method,hypothesis_group_id,root_source,edge_source,edge_target,source,target,parameter,direction,manipulation_level,manipulation_success,source_significant,target_significant,propagation_order_supported,primary_class,underlying_class,intervention_scope,root_onset,source_onset,target_onset,intervention_delay,observational_lag,observational_beta,lag_difference,temporal_direction_concordant,lag_concordant,root_effect,source_effect,target_effect,not_applicable_reason
schelling,single_trajectory,macro_outcome_s_macro_0,s_micro_satisfaction,s_meso_0,s_macro_0,s_meso_0,s_macro_0,tolerance,minus,micro,True,True,True,True,supported,supported,upstream_mediated,0,1,2,1.0,2,0.21068946634567326,-1.0,True,True,-0.23785181381504725,-0.17556272684785434,-2.322718872317118,
schelling,single_trajectory,macro_outcome_s_macro_0,s_micro_satisfaction,s_meso_0,s_macro_0,s_meso_0,s_macro_0,tolerance,plus,micro,True,True,True,True,supported,supported,upstream_mediated,0,1,3,2.0,2,0.21068946634567326,0.0,True,True,0.6810788178937784,0.49635395854959813,1.539334109892951,
schelling,single_trajectory,macro_outcome_s_macro_1,s_micro_relocation,s_meso_1,s_macro_1,s_meso_1,s_macro_1,move_probability,minus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,2,1,-1.0,3,0.16478369087657396,-4.0,True,False,0.30842417212350776,0.03269972733151367,0.03753944123722066,
schelling,single_trajectory,macro_outcome_s_macro_1,s_micro_relocation,s_meso_1,s_macro_1,s_meso_1,s_macro_1,move_probability,plus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,2,1,-1.0,3,0.16478369087657396,-4.0,True,False,-0.2787196878892839,-0.03310194530203008,-0.04388920453880582,
schelling,single_trajectory,macro_outcome_s_macro_1,s_micro_relocation,s_micro_relocation,s_meso_1,s_micro_relocation,s_meso_1,move_probability,minus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,2,0.9700637020327278,0.0,True,True,0.30842417212350776,0.30842417212350776,0.03269972733151367,
schelling,single_trajectory,macro_outcome_s_macro_1,s_micro_relocation,s_micro_relocation,s_meso_1,s_micro_relocation,s_meso_1,move_probability,plus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,2,0.9700637020327278,0.0,True,True,-0.2787196878892839,-0.2787196878892839,-0.03310194530203008,
schelling,single_trajectory,macro_outcome_s_macro_1,s_micro_satisfaction,s_micro_satisfaction,s_meso_1,s_micro_satisfaction,s_meso_1,tolerance,minus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,1,7.915977115099761,1.0,True,True,-0.23785181381504725,-0.23785181381504725,-0.02758552363153613,
schelling,single_trajectory,macro_outcome_s_macro_1,s_micro_satisfaction,s_micro_satisfaction,s_meso_1,s_micro_satisfaction,s_meso_1,tolerance,plus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,1,7.915977115099761,1.0,True,True,0.6810788178937784,0.6810788178937784,0.07556814090370838,
schelling,single_trajectory,macro_outcome_s_macro_2,,s_meso_1,s_macro_2,s_meso_1,s_macro_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,5,0.039556774260018156,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,single_trajectory,macro_outcome_s_macro_2,,s_meso_2,s_macro_2,s_meso_2,s_macro_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,0.32915909872094923,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,single_trajectory,macro_outcome_s_macro_2,,s_micro_boundary,s_meso_2,s_micro_boundary,s_meso_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,0.6209591812485287,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,single_trajectory,macro_outcome_s_macro_3,s_micro_destination_similarity,s_meso_3,s_macro_3,s_meso_3,s_macro_3,destination_preference,minus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,-1,-1,,5,0.38650189174529914,,True,,0.4035414664473853,-0.03562188742963241,-0.005068375546329996,
schelling,single_trajectory,macro_outcome_s_macro_3,s_micro_destination_similarity,s_meso_3,s_macro_3,s_meso_3,s_macro_3,destination_preference,plus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,-1,-1,-1,,5,0.38650189174529914,,True,,-0.07766990309485712,0.0075500827090713325,0.0016713193863848435,
schelling,single_trajectory,macro_outcome_s_macro_3,s_micro_destination_similarity,s_micro_destination_similarity,s_meso_3,s_micro_destination_similarity,s_meso_3,destination_preference,minus,micro,True,True,False,False,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,-1,,5,-0.3561069808672283,,True,,0.4035414664473853,0.4035414664473853,-0.03562188742963241,
schelling,single_trajectory,macro_outcome_s_macro_3,s_micro_destination_similarity,s_micro_destination_similarity,s_meso_3,s_micro_destination_similarity,s_meso_3,destination_preference,plus,micro,False,False,False,False,manipulation_failure,manipulation_failure,direct_root,-1,-1,-1,,5,-0.3561069808672283,,True,,-0.07766990309485712,-0.07766990309485712,0.0075500827090713325,
schelling,trajectory_vote,macro_outcome_s_macro_0,s_micro_satisfaction,s_meso_0,s_macro_0,s_meso_0,s_macro_0,tolerance,minus,micro,True,True,True,True,supported,supported,upstream_mediated,0,1,2,1.0,2,0.357626719126478,-1.0,True,True,-0.23785181381504725,-0.17556272684785434,-2.322718872317118,
schelling,trajectory_vote,macro_outcome_s_macro_0,s_micro_satisfaction,s_meso_0,s_macro_0,s_meso_0,s_macro_0,tolerance,plus,micro,True,True,True,True,supported,supported,upstream_mediated,0,1,3,2.0,2,0.357626719126478,0.0,True,True,0.6810788178937784,0.49635395854959813,1.539334109892951,
schelling,trajectory_vote,macro_outcome_s_macro_1,s_micro_relocation,s_meso_1,s_macro_1,s_meso_1,s_macro_1,move_probability,minus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,2,1,-1.0,3,0.13993123623007891,-4.0,True,False,0.30842417212350776,0.03269972733151367,0.03753944123722066,
schelling,trajectory_vote,macro_outcome_s_macro_1,s_micro_relocation,s_meso_1,s_macro_1,s_meso_1,s_macro_1,move_probability,plus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,2,1,-1.0,3,0.13993123623007891,-4.0,True,False,-0.2787196878892839,-0.03310194530203008,-0.04388920453880582,
schelling,trajectory_vote,macro_outcome_s_macro_2,,s_meso_2,s_macro_2,s_meso_2,s_macro_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,0.22517413311338133,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,trajectory_vote,macro_outcome_s_macro_3,s_micro_destination_similarity,s_meso_3,s_macro_3,s_meso_3,s_macro_3,destination_preference,minus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,-1,-1,,5,0.35299984079258695,,True,,0.4035414664473853,-0.03562188742963241,-0.005068375546329996,
schelling,trajectory_vote,macro_outcome_s_macro_3,s_micro_destination_similarity,s_meso_3,s_macro_3,s_meso_3,s_macro_3,destination_preference,plus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,-1,-1,-1,,5,0.35299984079258695,,True,,-0.07766990309485712,0.0075500827090713325,0.0016713193863848435,
schelling,full_method,macro_outcome_s_macro_0,s_micro_satisfaction,s_meso_0,s_macro_0,s_meso_0,s_macro_0,tolerance,minus,micro,True,True,True,True,supported,supported,upstream_mediated,0,1,2,1.0,2,0.3830186840960377,-1.0,True,True,-0.23785181381504725,-0.17556272684785434,-2.322718872317118,
schelling,full_method,macro_outcome_s_macro_0,s_micro_satisfaction,s_meso_0,s_macro_0,s_meso_0,s_macro_0,tolerance,plus,micro,True,True,True,True,supported,supported,upstream_mediated,0,1,3,2.0,2,0.3830186840960377,0.0,True,True,0.6810788178937784,0.49635395854959813,1.539334109892951,
schelling,full_method,macro_outcome_s_macro_0,s_micro_satisfaction,s_micro_satisfaction,s_meso_0,s_micro_satisfaction,s_meso_0,tolerance,minus,micro,True,True,True,True,supported,supported,direct_root,0,0,1,1.0,1,0.4380698336908587,0.0,True,True,-0.23785181381504725,-0.23785181381504725,-0.17556272684785434,
schelling,full_method,macro_outcome_s_macro_0,s_micro_satisfaction,s_micro_satisfaction,s_meso_0,s_micro_satisfaction,s_meso_0,tolerance,plus,micro,True,True,True,True,supported,supported,direct_root,0,0,1,1.0,1,0.4380698336908587,0.0,True,True,0.6810788178937784,0.6810788178937784,0.49635395854959813,
schelling,full_method,macro_outcome_s_macro_1,s_micro_relocation,s_meso_1,s_macro_1,s_meso_1,s_macro_1,move_probability,minus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,2,1,-1.0,3,0.1292314951704127,-4.0,True,False,0.30842417212350776,0.03269972733151367,0.03753944123722066,
schelling,full_method,macro_outcome_s_macro_1,s_micro_relocation,s_meso_1,s_macro_1,s_meso_1,s_macro_1,move_probability,plus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,2,1,-1.0,3,0.1292314951704127,-4.0,True,False,-0.2787196878892839,-0.03310194530203008,-0.04388920453880582,
schelling,full_method,macro_outcome_s_macro_1,s_micro_relocation,s_micro_relocation,s_meso_1,s_micro_relocation,s_meso_1,move_probability,minus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,2,0.10227248736236007,0.0,True,True,0.30842417212350776,0.30842417212350776,0.03269972733151367,
schelling,full_method,macro_outcome_s_macro_1,s_micro_relocation,s_micro_relocation,s_meso_1,s_micro_relocation,s_meso_1,move_probability,plus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,2,0.10227248736236007,0.0,True,True,-0.2787196878892839,-0.2787196878892839,-0.03310194530203008,
schelling,full_method,macro_outcome_s_macro_2,,s_meso_1,s_macro_2,s_meso_1,s_macro_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,5,0.021480587789903853,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,full_method,macro_outcome_s_macro_2,,s_meso_2,s_macro_2,s_meso_2,s_macro_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,0.2215214934225315,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,full_method,macro_outcome_s_macro_2,,s_micro_boundary,s_meso_2,s_micro_boundary,s_meso_2,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,3,0.40651891117133815,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,full_method,macro_outcome_s_macro_3,s_micro_destination_similarity,s_meso_3,s_macro_3,s_meso_3,s_macro_3,destination_preference,minus,micro,True,False,False,False,no_stable_downstream_effect,no_stable_downstream_effect,upstream_mediated,0,-1,-1,,5,0.33971424575062276,,True,,0.4035414664473853,-0.03562188742963241,-0.005068375546329996,
schelling,full_method,macro_outcome_s_macro_3,s_micro_destination_similarity,s_meso_3,s_macro_3,s_meso_3,s_macro_3,destination_preference,plus,micro,False,False,False,False,manipulation_failure,manipulation_failure,upstream_mediated,-1,-1,-1,,5,0.33971424575062276,,True,,-0.07766990309485712,0.0075500827090713325,0.0016713193863848435,
schelling,full_method,macro_outcome_s_macro_3,s_micro_destination_similarity,s_micro_destination_similarity,s_meso_3,s_micro_destination_similarity,s_meso_3,destination_preference,minus,micro,True,True,False,False,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,-1,,5,-0.09939429219069551,,True,,0.4035414664473853,0.4035414664473853,-0.03562188742963241,
schelling,full_method,macro_outcome_s_macro_3,s_micro_destination_similarity,s_micro_destination_similarity,s_meso_3,s_micro_destination_similarity,s_meso_3,destination_preference,plus,micro,False,False,False,False,manipulation_failure,manipulation_failure,direct_root,-1,-1,-1,,5,-0.09939429219069551,,True,,-0.07766990309485712,-0.07766990309485712,0.0075500827090713325,
