scenario,method,hypothesis_group_id,root_source,edge_source,edge_target,source,target,parameter,direction,manipulation_level,manipulation_success,source_significant,target_significant,propagation_order_supported,primary_class,underlying_class,intervention_scope,root_onset,source_onset,target_onset,intervention_delay,observational_lag,observational_beta,lag_difference,temporal_direction_concordant,lag_concordant,root_effect,source_effect,target_effect,not_applicable_reason
schelling,unrestricted_temporal_search,unrestricted,,s_micro_boundary,s_micro_relocation,s_micro_boundary,s_micro_relocation,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.6653713890212973,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_destination_similarity,s_micro_boundary,s_micro_destination_similarity,s_micro_boundary,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.14037542764344008,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_destination_similarity,s_micro_relocation,s_micro_destination_similarity,s_micro_relocation,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.31647711328935085,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_destination_similarity,s_micro_satisfaction,s_micro_destination_similarity,s_micro_satisfaction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,-0.12572619644952124,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,s_micro_relocation,s_micro_relocation,s_meso_1,s_micro_relocation,s_meso_1,move_probability,minus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,2,0.12062519283572971,0.0,True,True,0.30842417212350776,0.30842417212350776,0.03269972733151367,
schelling,unrestricted_temporal_search,unrestricted,s_micro_relocation,s_micro_relocation,s_meso_1,s_micro_relocation,s_meso_1,move_probability,plus,micro,True,True,False,True,no_stable_downstream_effect,no_stable_downstream_effect,direct_root,0,0,2,2.0,2,0.12062519283572971,0.0,True,True,-0.2787196878892839,-0.2787196878892839,-0.03310194530203008,
schelling,unrestricted_temporal_search,unrestricted,,s_micro_relocation,s_micro_boundary,s_micro_relocation,s_micro_boundary,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.07394893568082872,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_relocation,s_micro_destination_similarity,s_micro_relocation,s_micro_destination_similarity,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,0.3160960276779049,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_relocation,s_micro_satisfaction,s_micro_relocation,s_micro_satisfaction,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,2,-0.03480828321567806,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_satisfaction,s_macro_0,s_micro_satisfaction,s_macro_0,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,4,-0.12862834412891888,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_satisfaction,s_micro_boundary,s_micro_satisfaction,s_micro_boundary,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,5,0.05374298334141331,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_satisfaction,s_micro_destination_similarity,s_micro_satisfaction,s_micro_destination_similarity,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,1.377127567860239,,,,,,,no_legal_upstream_micro_manipulation_root
schelling,unrestricted_temporal_search,unrestricted,,s_micro_satisfaction,s_micro_relocation,s_micro_satisfaction,s_micro_relocation,,,none,False,False,False,False,not_applicable,not_applicable,none,-1,-1,-1,,1,1.3538776404149648,,,,,,,no_legal_upstream_micro_manipulation_root
