scenario,method,runtime_seconds,runtime_scope,evaluation_track
deffuant,full_method,48.009549600001264,controlled_temporal_analysis,controlled_recovery
deffuant,single_trajectory,0.0068203000009816606,controlled_temporal_analysis,controlled_recovery
deffuant,trajectory_vote,0.1548118999999133,controlled_temporal_analysis,controlled_recovery
deffuant,unrestricted_temporal_search,52.17755430000034,controlled_temporal_analysis,controlled_recovery
schelling,full_method,49.01074130000052,controlled_temporal_analysis,controlled_recovery
schelling,single_trajectory,0.006766700000298442,controlled_temporal_analysis,controlled_recovery
schelling,trajectory_vote,0.14496180000060122,controlled_temporal_analysis,controlled_recovery
schelling,unrestricted_temporal_search,53.66251899999952,controlled_temporal_analysis,controlled_recovery
