evaluation_track,scenario,method,edge_precision,edge_recall,edge_f1,shd,lag_mae,direction_accuracy,stability,retained_edge_count,runtime_seconds,intervention_f1,eligible_truth_edge_count,supported_truth_edge_count,intervention_precision,intervention_recall,intervention_metric_reason,mean_ci_width
controlled_recovery,deffuant,full_method,0.7272727272727273,1.0,0.8421052631578948,3.0,0.0,1.0,0.93,11.0,48.009549600001264,0.8,6.0,4.0,1.0,0.6666666666666666,eligible_truth_edges_only,0.13729815317980318
controlled_recovery,deffuant,single_trajectory,0.875,0.875,0.875,2.0,0.0,1.0,,8.0,0.0068203000009816,0.8,6.0,4.0,1.0,0.6666666666666666,eligible_truth_edges_only,0.13729815317980318
controlled_recovery,deffuant,trajectory_vote,1.0,0.875,0.9333333333333332,1.0,0.0,1.0,0.9166666666666669,7.0,0.1548118999999133,0.8,6.0,4.0,1.0,0.6666666666666666,eligible_truth_edges_only,0.13729815317980318
controlled_recovery,deffuant,unrestricted_temporal_search,0.1481481481481481,1.0,0.2580645161290322,46.0,0.0,1.0,0.8916666666666667,54.0,52.17755430000034,0.8,6.0,4.0,1.0,0.6666666666666666,eligible_truth_edges_only,0.13729815317980318
controlled_recovery,schelling,full_method,0.8888888888888888,1.0,0.9411764705882352,1.0,0.0,1.0,0.9311111111111112,9.0,49.01074130000052,0.5,6.0,2.0,1.0,0.3333333333333333,eligible_truth_edges_only,0.0957733132396043
controlled_recovery,schelling,single_trajectory,0.7777777777777778,0.875,0.823529411764706,3.0,0.0,1.0,,9.0,0.0067667000002984,0.2857142857142857,6.0,1.0,1.0,0.16666666666666666,eligible_truth_edges_only,0.0957733132396043
controlled_recovery,schelling,trajectory_vote,1.0,0.5,0.6666666666666666,4.0,0.0,1.0,0.9895833333333334,4.0,0.1449618000006012,0.2857142857142857,6.0,1.0,1.0,0.16666666666666666,eligible_truth_edges_only,0.0957733132396043
controlled_recovery,schelling,unrestricted_temporal_search,0.1818181818181818,0.75,0.2926829268292683,29.0,0.0,1.0,0.8978787878787879,33.0,53.66251899999952,0.2857142857142857,6.0,1.0,1.0,0.16666666666666666,eligible_truth_edges_only,0.0957733132396043
